,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
39653,57.0,1,1,7,1,1,1,1,6,1,98.0,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39654,40.0,1,1,3,0,0,0,1,6,4,1028.0,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
39655,31.0,0,2,6,1,0,0,1,6,0,145.0,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
39656,45.0,4,0,3,0,2,0,0,1,1,272.0,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
39657,33.0,0,2,3,0,2,0,1,3,2,180.0,6,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
39658,53.0,1,2,7,0,2,0,0,6,4,320.0,4,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
39659,48.0,0,0,3,0,0,2,1,6,3,284.0,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
39660,33.0,1,1,5,0,0,0,1,6,1,53.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39661,53.0,1,1,2,1,0,0,1,6,3,755.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39662,55.0,4,1,6,0,2,0,1,4,3,22.0,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39663,39.0,10,1,2,1,0,0,0,7,3,149.0,1,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
39664,30.0,1,1,1,0,2,0,1,4,4,98.0,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
39665,46.0,9,1,5,0,0,2,1,4,1,63.0,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
39666,30.0,4,1,6,0,0,0,1,6,2,221.0,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
39667,42.0,1,1,0,0,0,2,0,0,2,579.0,3,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
39668,31.0,0,1,3,0,0,0,0,1,2,155.0,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
39669,45.0,1,0,2,0,2,0,1,4,1,287.0,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
39670,47.0,0,1,3,0,2,2,0,1,2,3322.0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
39671,35.0,1,1,2,0,0,0,0,0,0,402.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
39672,33.0,10,1,3,0,2,0,0,6,1,74.0,1,999,1,0,-1.8,92.893,-46.2,1.264,5099.1,0
39673,43.0,0,1,3,0,2,0,0,3,1,475.0,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
39674,55.0,9,1,5,0,0,0,0,0,1,376.0,2,999,1,0,-1.8,93.075,-47.1,1.466,5099.1,0
39675,31.0,9,2,3,0,0,0,0,6,1,552.0,2,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
39676,32.0,7,1,3,0,0,0,1,6,4,423.0,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
39677,30.0,7,2,3,0,2,0,1,4,0,9.0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
39678,31.0,0,1,3,0,2,0,1,4,4,105.0,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
39679,27.0,7,2,6,0,0,0,0,3,2,55.0,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39680,54.0,0,1,3,0,2,2,0,1,4,19.0,13,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
39681,29.0,7,2,3,0,2,0,0,7,0,43.0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
39682,34.0,0,2,6,0,2,0,0,0,1,285.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
39683,43.0,9,1,5,0,0,0,0,1,2,211.0,3,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
39684,57.0,4,2,2,0,0,0,1,4,0,229.0,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
39685,26.0,9,2,5,0,2,0,0,6,0,11.0,7,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
39686,34.0,10,1,2,0,2,0,0,6,2,218.0,4,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
39687,32.0,0,1,3,0,2,0,0,6,1,169.0,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
39688,54.0,0,1,2,0,2,2,0,7,1,167.0,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
39689,31.0,0,1,3,0,0,0,0,3,1,160.0,5,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
39690,29.0,8,2,6,0,2,0,1,6,3,1042.0,17,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
39691,40.0,1,1,1,1,2,0,0,0,1,88.0,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
39692,25.0,4,2,6,0,0,0,1,9,3,5.0,1,999,0,1,-1.1,94.199,-37.5,0.877,4963.6,0
39693,39.0,6,1,6,1,2,0,1,4,3,123.0,5,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39694,38.0,9,1,3,0,0,0,0,1,3,89.0,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
39695,46.0,2,1,0,1,2,0,0,0,1,630.0,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
39696,42.0,9,2,6,0,0,2,0,6,1,9.0,5,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
39697,40.0,1,1,1,0,0,0,0,6,3,316.0,1,11,1,2,-1.8,92.893,-46.2,1.344,5099.1,0
39698,45.0,4,1,6,1,0,2,1,3,0,355.0,1,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
39699,46.0,9,1,6,0,2,0,0,6,1,231.0,1,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
39700,39.0,9,1,5,0,0,0,0,0,2,208.0,3,999,1,0,-1.8,93.749,-34.6,0.64,5008.7,0
39701,39.0,1,1,1,1,2,0,0,3,3,238.0,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
39702,30.0,0,1,6,0,2,0,0,3,0,799.0,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
39703,41.0,1,1,7,0,2,0,1,3,3,460.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39704,42.0,1,1,2,0,2,0,1,4,4,264.0,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39705,56.0,5,1,1,0,2,2,1,4,0,37.0,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
39706,55.0,9,1,5,0,0,0,0,8,3,285.0,1,999,0,1,-3.4,92.431,-26.9,0.742,5017.5,0
39707,33.0,0,1,3,0,0,0,1,6,4,143.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
39708,39.0,1,1,2,0,0,2,1,6,3,333.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39709,40.0,9,1,5,0,2,2,0,0,1,314.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
39710,32.0,9,1,6,0,2,0,0,1,2,228.0,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
39711,52.0,1,1,2,0,0,0,0,7,2,176.0,2,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
39712,31.0,9,2,6,0,2,0,0,3,0,800.0,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
39713,34.0,4,1,6,0,0,2,0,1,2,82.0,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
39714,45.0,1,1,0,0,0,0,0,3,3,157.0,5,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
39715,50.0,11,1,7,1,2,0,0,1,1,90.0,2,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
39716,26.0,7,2,3,0,2,0,0,3,4,142.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
39717,64.0,5,1,3,0,2,0,0,7,1,79.0,4,999,2,0,-3.4,92.649,-30.1,0.714,5017.5,0
39718,56.0,1,1,0,0,0,0,1,6,3,214.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39719,40.0,0,2,3,0,0,2,1,4,3,25.0,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39720,33.0,0,1,6,0,2,0,1,6,4,174.0,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
39721,33.0,7,2,3,0,2,0,0,5,0,128.0,2,6,1,2,-1.8,93.369,-34.8,0.636,5008.7,0
39722,31.0,7,2,6,0,2,0,0,6,2,163.0,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
39723,34.0,0,2,3,0,2,0,1,6,4,49.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
39724,42.0,6,1,7,0,2,0,0,3,1,685.0,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
39725,41.0,0,1,6,1,0,0,0,1,3,21.0,17,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
39726,23.0,1,2,3,0,2,0,0,6,1,115.0,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
39727,58.0,2,1,0,0,0,0,0,7,1,104.0,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
39728,40.0,1,1,1,1,2,0,0,6,0,356.0,4,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
39729,36.0,1,1,2,0,0,2,0,3,0,118.0,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
39730,54.0,0,1,6,0,2,0,1,6,2,461.0,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
39731,30.0,11,1,6,0,2,0,0,1,3,95.0,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
39732,30.0,0,2,6,0,0,0,0,1,0,235.0,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
39733,56.0,5,1,5,0,1,1,0,8,2,181.0,1,6,1,2,-3.4,92.431,-26.9,0.733,5017.5,1
39734,31.0,4,2,6,0,2,0,0,6,1,125.0,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
39735,40.0,7,1,3,0,0,0,0,3,4,83.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39736,38.0,9,2,6,0,2,0,1,4,3,267.0,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39737,47.0,9,2,5,1,2,2,1,4,1,227.0,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
39738,32.0,1,1,2,0,0,0,0,0,2,583.0,1,5,1,2,-1.8,93.075,-47.1,1.41,5099.1,1
39739,49.0,0,2,6,0,2,0,1,3,2,167.0,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
39740,46.0,0,2,6,0,0,0,0,6,1,8.0,4,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
39741,56.0,1,1,2,1,2,0,0,6,0,705.0,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
39742,32.0,0,1,3,0,0,0,1,6,1,70.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
39743,60.0,5,1,6,1,2,0,0,1,1,174.0,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
39744,33.0,1,1,2,0,0,0,1,6,3,176.0,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
39745,28.0,1,2,2,0,0,0,1,4,3,550.0,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39746,23.0,8,2,3,0,2,0,0,6,2,77.0,1,999,1,0,-1.8,92.893,-46.2,1.27,5099.1,0
39747,26.0,0,2,3,0,0,0,1,4,4,203.0,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
39748,56.0,7,0,3,1,2,0,0,3,1,761.0,8,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39749,46.0,4,1,3,1,2,0,0,3,2,329.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
39750,33.0,0,2,6,0,0,0,1,3,4,67.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
39751,30.0,1,1,0,1,2,0,1,6,2,162.0,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
39752,46.0,9,0,5,0,0,0,0,3,4,187.0,3,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
39753,53.0,10,1,0,0,2,0,0,7,0,80.0,10,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
39754,49.0,7,1,1,0,0,2,0,0,0,383.0,1,999,0,1,-1.8,93.075,-47.1,1.479,5099.1,0
39755,47.0,1,1,6,0,0,0,0,1,1,115.0,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
39756,39.0,9,2,1,1,0,0,1,6,4,362.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
39757,29.0,0,2,3,0,0,0,1,6,4,93.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
39758,54.0,0,1,6,0,0,0,0,3,2,9.0,5,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
39759,41.0,9,2,6,1,0,0,1,6,4,551.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39760,36.0,9,1,1,0,0,0,0,0,1,316.0,2,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
39761,40.0,1,1,2,0,0,0,1,3,0,304.0,3,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
39762,42.0,1,1,0,1,2,0,0,7,1,109.0,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
39763,29.0,0,2,6,0,0,0,0,1,0,82.0,7,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
39764,20.0,9,2,5,0,2,0,1,4,3,52.0,1,999,1,0,-1.7,94.055,-39.8,0.702,4991.6,0
39765,47.0,6,1,6,0,0,0,0,0,1,145.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
39766,32.0,9,1,2,0,0,0,0,6,3,64.0,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
39767,59.0,1,1,5,0,0,0,1,8,3,19.0,1,999,0,1,-0.1,93.798,-40.4,4.968,5195.8,0
39768,31.0,9,1,5,0,0,0,0,1,2,87.0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
39769,51.0,1,2,2,1,2,0,1,4,4,573.0,2,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
39770,35.0,9,1,6,0,2,0,1,4,0,246.0,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
39771,35.0,7,1,7,1,2,2,0,3,3,174.0,9,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
39772,37.0,9,2,6,0,0,0,0,1,0,180.0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
39773,31.0,9,2,3,0,2,0,0,1,3,193.0,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
39774,40.0,7,0,3,0,0,0,1,4,0,155.0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
39775,45.0,1,1,2,1,2,0,1,4,0,528.0,3,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
39776,32.0,0,1,6,0,2,0,0,6,1,188.0,2,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
39777,44.0,0,0,3,0,0,0,0,8,2,634.0,1,999,0,1,-3.4,92.431,-26.9,0.74,5017.5,0
39778,57.0,3,1,6,0,0,0,0,3,4,388.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39779,35.0,0,1,6,0,0,0,1,4,0,13.0,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
39780,28.0,9,1,2,0,2,0,0,3,1,1080.0,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
39781,27.0,9,1,5,0,2,0,0,4,1,492.0,1,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,0
39782,45.0,11,1,7,0,0,2,1,6,2,160.0,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
39783,29.0,9,2,5,0,0,0,0,1,4,26.0,10,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
39784,23.0,0,2,5,0,0,0,0,3,4,115.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
39785,57.0,0,1,0,1,2,0,0,3,3,290.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39786,40.0,1,1,3,0,0,0,1,6,4,158.0,3,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
39787,29.0,0,2,3,0,0,0,0,1,0,130.0,1,999,0,1,-2.9,92.201,-31.4,0.881,5076.2,1
39788,33.0,9,1,2,0,2,0,0,0,2,144.0,2,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
39789,34.0,8,2,0,1,2,0,1,6,2,1185.0,3,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
39790,32.0,1,1,2,1,0,0,0,3,2,240.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
39791,44.0,1,1,0,1,0,0,0,6,4,388.0,1,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
39792,30.0,9,2,5,0,2,0,0,1,2,16.0,12,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
39793,33.0,0,1,6,0,0,0,1,6,2,463.0,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
39794,43.0,4,1,6,0,0,0,0,1,4,204.0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
39795,30.0,0,1,6,0,0,0,0,6,3,22.0,4,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
39796,35.0,1,1,2,0,0,0,1,4,3,33.0,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
39797,58.0,1,1,2,0,2,0,0,7,3,158.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
39798,35.0,0,2,6,0,0,0,0,1,2,250.0,1,999,1,0,-2.9,92.201,-31.4,0.883,5076.2,0
39799,26.0,9,2,5,0,0,0,0,3,4,161.0,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
39800,38.0,1,1,2,0,0,0,0,0,1,357.0,2,999,1,0,-1.8,93.075,-47.1,1.466,5099.1,0
39801,43.0,1,1,0,1,2,0,1,4,4,173.0,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
39802,45.0,3,1,5,1,2,0,1,4,2,126.0,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
39803,47.0,4,1,3,0,1,1,0,0,0,234.0,1,999,1,0,-1.8,93.075,-47.1,1.405,5099.1,0
39804,30.0,1,2,3,0,2,0,0,4,4,88.0,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
39805,27.0,0,1,3,0,2,0,0,3,1,290.0,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39806,40.0,1,1,2,1,2,0,1,6,4,239.0,2,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
39807,50.0,1,1,0,0,2,0,1,6,0,213.0,4,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
39808,33.0,2,1,2,1,0,0,0,7,4,636.0,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
39809,59.0,1,1,0,0,0,0,0,6,2,190.0,2,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,0
39810,52.0,1,0,7,0,0,0,0,3,3,111.0,8,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
39811,35.0,9,1,5,0,2,0,0,6,0,14.0,5,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
39812,42.0,4,1,6,0,2,2,0,8,1,298.0,1,999,0,1,-3.4,92.431,-26.9,0.731,5017.5,0
39813,46.0,9,1,3,0,2,0,0,7,1,171.0,1,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
39814,35.0,0,2,6,0,2,0,0,0,0,1007.0,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
39815,34.0,1,2,3,0,2,0,0,7,3,117.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
39816,37.0,1,1,1,0,0,0,1,6,4,181.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
39817,74.0,5,1,5,0,0,0,0,1,4,298.0,1,999,0,1,-2.9,92.201,-31.4,0.879,5076.2,0
39818,37.0,9,2,5,0,2,0,0,1,1,44.0,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
39819,29.0,0,2,3,0,2,0,1,6,1,41.0,2,999,1,0,-1.8,92.893,-46.2,1.299,5099.1,0
39820,47.0,7,1,1,0,2,0,0,3,1,159.0,10,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39821,33.0,0,1,3,1,2,0,0,3,3,194.0,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
39822,45.0,9,1,5,1,2,0,0,1,0,94.0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
39823,34.0,1,1,0,0,0,2,1,6,3,289.0,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
39824,32.0,8,2,6,0,0,0,0,5,0,61.0,11,999,0,1,-1.8,92.843,-50.0,1.64,5099.1,0
39825,34.0,4,0,6,0,0,2,0,3,3,321.0,5,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
39826,39.0,2,1,5,0,0,0,1,9,4,511.0,3,6,1,2,-1.1,94.199,-37.5,0.876,4963.6,1
39827,27.0,9,2,7,0,2,0,0,3,0,266.0,6,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39828,35.0,7,2,3,0,2,0,1,6,0,523.0,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
39829,35.0,1,1,2,1,0,0,1,4,3,94.0,18,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39830,37.0,9,1,5,0,2,0,0,1,0,92.0,7,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
39831,36.0,0,2,3,0,0,0,0,3,3,385.0,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
39832,69.0,5,1,6,0,2,0,0,8,2,199.0,1,999,0,1,-3.4,92.431,-26.9,0.754,5017.5,0
39833,31.0,0,2,6,0,0,0,1,1,1,122.0,1,999,0,1,-2.9,92.201,-31.4,0.861,5076.2,0
39834,39.0,4,1,6,0,0,0,1,6,0,169.0,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
39835,59.0,5,0,0,0,0,0,1,6,3,167.0,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39836,26.0,9,2,5,0,2,0,1,4,4,605.0,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
39837,51.0,2,1,1,1,2,2,0,3,0,124.0,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39838,31.0,0,1,3,0,2,0,0,1,4,170.0,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
39839,30.0,0,2,6,0,0,0,0,1,1,167.0,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
39840,26.0,10,2,3,0,0,0,1,3,3,173.0,1,999,0,1,1.4,93.918,-42.7,4.955,5228.1,0
39841,45.0,9,1,5,0,0,0,0,3,4,158.0,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
39842,44.0,0,1,6,1,0,0,1,4,1,78.0,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
39843,45.0,9,1,2,1,0,0,0,7,0,174.0,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
39844,51.0,0,1,6,0,0,0,1,4,2,295.0,3,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
39845,47.0,1,1,1,0,2,2,0,3,1,298.0,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39846,44.0,1,1,0,0,2,0,1,6,4,607.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
39847,30.0,3,1,3,1,0,0,1,4,4,484.0,5,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
39848,34.0,0,1,6,0,2,0,0,1,2,248.0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
39849,39.0,1,1,1,0,2,0,1,6,2,338.0,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
39850,35.0,9,1,5,0,0,0,0,3,1,164.0,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
39851,52.0,1,1,2,1,0,0,0,6,1,248.0,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
39852,58.0,0,1,7,1,0,0,1,4,2,292.0,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
39853,30.0,9,1,5,0,0,0,1,6,2,65.0,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
39854,29.0,1,2,0,1,2,0,1,6,2,42.0,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
39855,65.0,4,1,6,0,2,0,0,3,1,183.0,1,999,2,0,-1.7,94.215,-40.3,0.889,4991.6,1
39856,38.0,9,2,6,0,0,2,1,6,1,20.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39857,36.0,4,1,6,0,0,0,0,7,2,192.0,2,6,1,2,-0.1,93.2,-42.0,4.076,5195.8,0
39858,29.0,4,1,6,0,2,0,0,7,2,120.0,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
39859,47.0,1,1,2,0,2,0,1,4,0,185.0,3,999,0,1,1.4,94.465,-41.8,4.947,5228.1,0
39860,30.0,0,1,3,0,2,0,0,7,2,167.0,1,999,1,0,-0.1,93.2,-42.0,4.076,5195.8,0
39861,52.0,0,1,5,0,0,0,0,3,3,606.0,1,999,0,1,-1.7,94.215,-40.3,0.893,4991.6,1
39862,30.0,0,2,6,0,0,0,0,3,2,36.0,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
39863,37.0,2,1,6,0,2,0,0,7,1,843.0,1,999,0,1,-3.4,92.649,-30.1,0.714,5017.5,0
39864,34.0,1,1,2,0,0,0,1,4,3,963.0,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
39865,29.0,0,1,3,0,1,1,0,4,3,238.0,6,3,3,2,-1.7,94.055,-39.8,0.723,4991.6,0
39866,43.0,1,1,2,1,0,0,0,6,3,68.0,1,6,1,2,-1.8,92.893,-46.2,1.344,5099.1,0
39867,34.0,0,2,6,0,2,0,0,7,4,249.0,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
39868,29.0,10,2,6,0,2,0,0,1,3,33.0,2,999,0,1,-2.9,92.201,-31.4,0.859,5076.2,0
39869,36.0,9,0,2,0,0,0,1,3,4,372.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
39870,53.0,9,1,5,1,2,2,1,6,4,117.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
39871,44.0,5,2,3,0,0,0,0,1,1,2035.0,4,999,0,1,-1.7,94.027,-38.3,0.896,4991.6,1
39872,31.0,1,2,2,0,2,0,1,6,3,115.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
39873,37.0,9,2,3,0,0,0,1,4,2,32.0,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
39874,50.0,7,2,3,1,2,0,1,6,2,468.0,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
39875,37.0,1,2,7,1,0,0,1,6,4,293.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
39876,37.0,4,1,7,0,2,0,0,3,3,70.0,9,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
39877,36.0,4,1,1,0,2,2,0,1,2,354.0,3,999,0,1,-2.9,92.201,-31.4,0.873,5076.2,1
39878,28.0,0,1,1,0,0,0,1,6,4,461.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
